contribution	date	full_text	helpful	rating	showname	title	user
19	May 6, 2018	The story reflects the struggle of growing up in today’s young society..... my daughter and I had a similar conversation on the drive to the train....it’s so hard to explain the consequences of making emotional decisions...mainly because we have all done this and the lessons are so valuable. That is what Dear Evan Hansen is... it brings out the impact of this, touches on the reality of teen suicied, anxiety, popularity, and parental struggle throwing in Social Media.... a big thumbs up...loved that bit of reality, more importantly loved that it’s relatable to current day youth struggle..	9	5	Dear Evan Hansen	Sometimes things just hit home.....	Meanglani
401	May 20, 2018	We’d wanted to see Dear Even Hansen for some time and had our opportunity on a recent trip. Our seats were great and the venue somewhat small so most seats seemed like hey would be good. Prices were not bad.  The cast was awesome and the musical score and songs catchy. The theme of the show had a definite seriousness to it. Fortunately there is plenty of comic relief. You’ll leave the theatre feeling good however. I highly recommend Dear Evan Hansen. 	117	5	Dear Evan Hansen	Serious topic with comic relief and great music	Kenneth P
15	May 20, 2018	I cannot recommend Dear Evan Hansen because of the way it addresses teenage suicide. While I commend songwriter Benj Pasek for wanting to share his high school experience about his classmate's drug overdose, I disagree with creating a comedy about Benj's observation of how teenagers compete with each other to prove their level of grief when they were not friends with the young man who died. While this could have been addressed as a strange cultural phenomenon, it overshadowed the opportunity to tell a story that could have helped educate kids on more sensitive ways to handle the tragedy of teen suicide. Dear Evan Hansen could have told the story of how one teenager helped his/her peers address suicide with love and compassion.	31	1	Dear Evan Hansen	Lack of Sensitivity re: Teen Suicide	PAFamilyTravel
1041	May 28, 2018	I have been listening to this soundtrack for the past 6 months so was excited to finally see the show on Broadway during a recent business trip. Very comfortable theatre. Good show with a good message. I also really liked the new guy (Taylor) that is playing Evan.	310	5	Dear Evan Hansen	Great show	John S
5	May 29, 2018	DEH was an amazing musical from all aspects- the acting, singing, use of technology, and storyline all reel you in. This great story of a lonely boy who gains fame and acceptance through one small lie that causes a chain reaction through social media is one that everyone can relate to. There are times when I was laughing at the top of my lungs and moments when I was uncontrollably crying. This musical gives a very important message of not only how powerful technology can be but also how powerful human interactions are. Taylor Trensch plays a great Evan, and the rest of the cast is just as phenomenal. Seating is decent from most sides. I was in the middle and more towards the back, but I enjoyed the performance just fine. This is definitely worth the watch.	6	5	Dear Evan Hansen	Amazing Combination of People and Technology	Jannatul A
33	May 30, 2018	Dear Evan Hansen was amazing, everyone should see it. I've been wanting to see it for the longest time and I finally got to see it by getting a Standing Room ticket when the box office opened. It was totally worth it!	11	5	Dear Evan Hansen	So good	Amparo P
162	June 6, 2018	A must see. Perfect music, story, acting, and cast. An emotional roller coaster for sure but so worth every second.	40	5	Dear Evan Hansen	A must see.	cln96
76	June 12, 2018	Yes, it's a tearjerker, but has so many amazing funny and empowering moments from every single cast member. It's because the characters are so fully realized and not just played for sentiment that this show is so powerful. The staging & lighting are incredible.	26	5	Dear Evan Hansen	Bring all the Kleenex	Kris W
73	June 15, 2018	Went to see Dear Evan Hansen on the recommendation of a friend and was very happy to have done so. It's tough to succinctly summarize as it touches on so many serious topics: suicide and the guilt it leaves in it's wake, social acceptance, lies, family turmoil, young love... This is a very small, capable cast and each of these characters is flawed and struggling. What is thought to be at first glance is not what actually is. Luckily there is a fair amount of humor to put everybody at ease as the story weaves to it's more upbeat conclusion. The actors and music made this show a very emotional experience and the set was simple yet amazing. The Music Box Theater was on the smaller side which made our row N Orchestra seats feel nice and close. The leg room was pretty good but the seats were not that comfortable after sitting for the entire performance--definitely stretch during intermission. Would absolutely recommend you get tix for Dear Evan Hansen.	13	5	Dear Evan Hansen	Nice Balance of Drama and Comedy	MrsSunsh1ne
13	June 15, 2018	My youngest son and I went to see Dear Evan Hansen this week. It's a great show. The story is a compelling human interest story that makes you laugh and cry. I don't want to spoil it, but it addresses issues that everyone will confront in their lives. The language is a little strong in parts, but I thought it was fine for my 11 year old as he hears that stuff at school every day. Anyone who has ever struggled to fit in, or parents who have struggled with a challenging child will certainly be able to relate to this story. Definitely worth seeing and it elicited some great conversation with my youngest son.	7	5	Dear Evan Hansen	Real Emotional Connection - Makes You Laugh and Cry	Brian M
40	June 18, 2018	The story in this play is so relatable to anyone who sees the show. It is so realistic and something that could definitely happen in today's high school world. It is very hard to explain the plot of the play, but the acting was absolutely amazing and the music was great!! The theater is very small which explains the high cost of the tickets, but we sat in the balcony and I can tell you that there is not a bad seat in the house. You are easily able to see the facial expressions of the actors and most of the acting takes place at the front of the stage. If you are going to be in NY, definitely do not miss this show!!	25	5	Dear Evan Hansen	One of the best Broadway shows I've ever seen!!!	rmr23
675	May 6, 2018	I waited a year to see this show so the tickets were available somewhere other than By people reselling. It was so worth the wait. My husband I have seen a lot of plays- this is a great one. A good message yes, but not so heavy handed that it hit you in the face. Sometimes life goes wrong, but keep on going anyway. The raw and frequent emotions are well performed and the vocal are great too. Simply extraordinary! 	193	5	Dear Evan Hansen	Loved it!	Micky O
44	May 7, 2018	"I watched this with my 12 year old daughter. She would give it 5 stars as she said it was one of the best, if not the best musical she has seen. For me however, it was very good, but not the best. I get what everyone is talking about. The show is great, the story is relevant to today's younger society, and the talent is awesome. You will laugh and cry, and you will be entertained, but I can also agree with some of the negative reviews in some ways.  Personally, I liked the first half much better than the second half. Perhaps this is because the ending left me feeling a bit dissatisfied. It is neither a happy ending, nor is there really any closure. Of course, this is an illustration of the ""life goes on"" philosophy, but it leaves you feeling neither triumphant nor joyful. Yet it doesn't feel tragic or impactful as much as the first half did for me. But this is the story and how it plays out. I was also slightly underwhelmed with the performance itself. I listened to the soundtrack before seeing the show and Ben Platt's voice was a little flat for our show and he seemed to struggle to hit the high falsetto notes this night.  I think my daughter enjoyed it more than me because of the relevance it had to her and the social circles that she engages in. Also, the emotions hit her harder than they did me. So between her and I, this show gets 4 stars overall. It is definitely entertaining and filled with talent though. And although the story is good, it leaves me wanting a little more closure. Then again, that's life eh? Bottom line, we recommend this show but would not see it again."	35	4	Dear Evan Hansen	Entertaining and Talented-Filled	Michael K
15	May 12, 2018	Outstanding musical theatre production! Serious content handled with sensitivity and professionalism Highly Recommended.	3	5	Dear Evan Hansen	Dear Evan Hansen	woppit1
58	May 16, 2018	We laughed and we cried. Tony award and Grammy award winning must see show. Relevant story for high school teens and all parents.	17	5	Dear Evan Hansen	Dear Evan Hansen show NYC	Samuel C
