contribution	date	full_text	helpful	rating	title	user
341	December 15, 2014	You have to be a Disney fan after seeing the puppets and staging of this musical. Fun theater for all ages.	195	5	Roaring Good Time!	snivvy
39	December 16, 2014	The costumes and music were fabulous. The theatre is quite hot when full of people but the show has amazing back drops and props. Worth seeing 	35	5	Lion King spectacular	EuropeFamilytrip
12	December 16, 2014	"The performance, the music, the musicians, the singers, the ambience, the orchesta, the ""Simba and Nala young actors"", etc.... and the best: my pictures in the exit of the Theater with Ben Jeffrey - PUMBAA, Nathaniel Logan McIntyre - YOUNG SIMBA AT CERTAIN PERFORMANCES and K'Lynn Jackman - YOUNG NALA AT CERTAIN PERFORMANCES!!!! That was AMAZING AND UNIQUE!! Thanks to all of you!!!"	2	5	AMAZING!! NEVER THOUGHT I WOULD ENJOY AS MUCH!!! NEED TO COME BACK SOMEDAY!!	samgardon
26	December 11, 2014	Follows the movie but it is more geared towards adults, although still kid friendly. (i.e., it's not a cartoon) If you ever want to see a Broadway play, this is the one to see. Amazing in every way, from customs, to singing, to acting, to overall general production.	5	5	A great Broadway play... like the movie, but better	l33ted
99	December 11, 2014	First rate production. Special effects were mind blowing. Everything very positive.Would recommend this for anyone going to New York City.	38	5	Two granddaughters loved it	MonteZuma50
25	December 12, 2014	Very good acting all round. I have seen lots of West End shows in London, so thought going to one on Broadway must be done! Only downside was the cost of $120 each(£90), compared with London £55-65.	13	5	Great show, little pricy!	teresa l
11	December 13, 2014	It has been 10 years or more since I saw it last, but my nephew and I were blown away by the costumes and performance. 	9	5	Still great	Bup_7
9	December 8, 2014	We loved this show! The costumes were amazing. Music and cast were excellent! If you purchase a beverage you get Lion King plastic cup with lid to keep (we love swag!). 	3	5	Excellent!	snowgauger
30	December 9, 2014	The creativity involved in creating this play is mindboggling. I first saw this in previews many many years ago. 	17	5	Pure entertainment for all ages	Adivechic914
6	December 9, 2014	We were disappointed in the Lion King Show. The musical ability of several cast members were average at best and sometimes were poor. In my opinion, not worth the money or time to go. 	3	2	Lion King - average show	Marie H
63	December 9, 2014	This was great the music the staging the Costumes most of all were just amazing. it really left me in awe.	29	5	Wow	LMT3
16	February 18, 2015	"I wasn't thrilled with the puppets that are clearly visible, nor the music. This play would be on my list of don't bother...However, that is my ""opinion""."	5	1	Not my favorite	D0llfacee
40	March 3, 2015	A beautiful performance of a classic, inspirational story. A must-see for all New York visitors. You cannot visit NYC without seeing a Broadway show, and TLK is a hot pick. I suggest you try to get seats as close to the front as you can in order to avoid feeling 'distant' from the show.	31	5	Soul-stirring and inspirational	pjharb
39	March 16, 2015	We saw this show on March 11, 2015. My 22 year old daughter really wanted to see this so we splurged and bought tickets ahead of time. We were in the right Orchestra row 10 or so on the inside aisle. Beautiful theater and comfortable. Great seats! Definately use the restroom before you come. They have very few for a theater this size and the wait is horrible. Our favorite scene is the opening number when the animals come down the aisle's so don't miss it. We had chills it was so amazing! This is the most visually beautiful and creative show we have seen. I now know why it has been on broadway for as long as it has been. It is worth every penny! We LOVED Rafiki! She was amazing! You won't be disappointed with The Lion King.	33	5	Gave me chills - must see!	drogers267
26	March 24, 2015	We saw an excellent show last week. Worth every penny. At the end of the show they collected money for hiv patients and other humanitarian causes, which was very kind of them. Excellent show.	14	5	Excellent show and humanitarian factors	Sophyaugust
5	April 8, 2015	We're currently visiting New York and all those we spoke to said this was a must, and so we did and was worth every penny! The production and cast and performance was outstanding!	158	5	Fantastic experience!	james e
29	April 20, 2015	Wonderful show that has stood the test of time. Go to the stage door and wait to meet the cast after the show!	6	5	Perfect Night	Alysia R
12	April 30, 2015	Great show or kids. A bit pricey, but worthwhile experience. First time Broadway show with kids and it was fun. Nice theater. Decent parking nearby.	39	4	Lion King	ckcVermont
14	May 10, 2015	Having seen a number of shows recently in the west end, London, I wasn't really sure whether this would live up to the hype. All I can say now is wow. The costumes, the stage work and the music is all too class. Truly memorable 	13	5	Amazing show in every way!	superdave80
43	May 15, 2015	A must see for any age. The costumes and music are phenomenol  The colors,acting , singing and choreography are amazing.  Well worth the price	26	5	Hypnotizing and a moral learned	loladeflores
97	May 28, 2015	This is even better than the Lion King movie! The costumes and props as well as scenery are vividly colored and elaborate. The music and singing is great. My son loved this show and wanted to see it again but it is a bit pricey to go to see again and again. We went with my mom/his grandma and all 3 generations of our family loved this timeless show.	53	5	Fantastic live show for kids and adults!	UNpeacekeeper
284	June 9, 2015	Not to be missed if you are in town.. We hesitated a lot before we booked the tickets but this show is amazing!!  It takes you back to your childhood it is full of life with great voices!!  I loved it!! 	77	5	Wow wow wow!	Didier G
140	June 22, 2015	If you loved the film, you will love the musical! We have seen a few shows on Broadway and the Lion King was one we have tried to see before but never got reasonably priced tickets. This time we were early and got them. Had high expectations as a 80's kid the film was my favorite! We were not disappointed! The only small minus for us with no kids were all the kids; the atmosphere is a bit different and the show is family adjusted.	41	5	If you loved the film, you will love the musical!	catasplund
101	June 29, 2015	I was very lucky to go and see The Lion King on my birthday last year. It was spectacular. The costumes, the singing, the performances were all amazing. I had goosebumps from the start to the end. A must see for everyone!!	37	5	One of the best experiences of my life	Michael B
30	July 2, 2015	I went expecting a stage version of the Disney movie, but this show is so much better. The music is amazing live, and the animals are brought to life in clever, creative, and beautiful ways. The atmosphere is the theatre is enchanting.	7	5	Surpassed my expectations	Christy H
164	July 3, 2015	I had a dream to see a show on Broadway and my partner wanted to see Lion King. This would not of been my first choice but the show was well worth seeing. The costumes we're awesome and the singing was amazing. I thought the second half was better than the first but really enjoyed the show. A great time on Broadway.	48	4	Had to experience broadway	LEZMAN
106	July 19, 2015	Absolutely amazing! The most expensive thing we did in NYC but by far the best! Got the tickets from the theater itself as they had the best price for the show in 2 nights time. I've never seen the movie so didn't really know what to expect so I thought the story and how it was told was brilliant! The costumes, the acting, the stage props and design....unbelievable. Some of the actors/singers are in the audience/aisles at stages during the performance. Also some of the actors were quite young - they have a great career ahead of them. Even though we were seated up in balcony, it was still a very good view. I would highly recommend.	73	5	The Lion King Review	Gmt2013
271	July 20, 2015	we wanted to go and see the Lion King. But the tickets are very expensiv. + 170 US$ per Person. The afternoon Show is a Little bit cheaper, but still too expensiv for us.	72	3	very expensiv	Manuela v
60	July 8, 2015	This was a great musical! Loved the actors, the music and the stage design. Very well worth the long wait. I have always wanted to watch the Lion King but did not have a chance. Finally I have managed to watch this with my husband. 	22	4	Must See Musical	Lulu Z
56	July 8, 2015	This is a great show for all ages, highly entertaining. The performers (particularly the very young ones), we amazing. We took my 20 year old son, and we all enjoyed this show very much. I would highly recommend this show to anyone thinking of seeing a Broadway show while in the city.	49	5	Fantastic Show	BandCHalik
171	July 8, 2015	Disney changes the level of Broadway entertainment. Great music, great set and innovative puppets. Great for all ages! Enjoy! Only draw back is hard to get tickets!	37	5	Great Show	atcnj
12	July 8, 2015	"This is the best show on Broadway. Yes, A BOLD STATEMENT. I have been going to the theater since 1970, lived in Manhattan most of my life, and I am a true theater devotee, both of musicals and dramas/comedies. I know of what I speak!  Every element of THE LION KING is original, incredibly creative, and unique.. From the magnificent , spectacular opening of ""Circle of Life"" you think well, this is so wonderful, like where can we go from here? IT GETS BETTER and BETTER! Each musical number is so well presented, so well thought out and imaginative, each number stands on its own. Yet the complete story itself is so moving and telling, but add such a singular production,it is like nothing else on Broadway or London's West End. The sets, the costumes, the presentation, the lighting.....it all creates such an experience, you just can't miss it!! The weakest part of the show is the musical score, but I was never an Elton John fan so it's probably me ... i find the songs,with a few exceptions, rather bland. Again, it's totally subjective, this score has achieved such fame, so obviously they are doing something right! I was a total cynic and finally decided to see what all the fuss was about. A show doesn't run this long for no good reasons!! I was gobsmacked, blown away by the spectacle of it all. It's a family friendly show, perfect for adults, teens and children alike, it speaks to all demographics. Don't miss it, well worth the trouble and money you will most likely have to spend to get a ticket, a high demand show, I know. But try.....wonderful rewards await!"	6	5	A MUST SEE - THE LION KING	jotheodorou
161	July 9, 2015	This musical never disappoints. The costumes are amazing and the actors are so graceful. My 9 year old loved it. It's expensive, but worth every penny.	58	5	Majestic	Sumer88
25	July 21, 2015	"Took my seven year old son to see this musical on Broadway at the Minskoff, where it has been running since 2006. First time he went to a musical, and he promptly announced just a few minutes into the performance that it was the best show he'd ever seen. Although it was a matinee and some of the lead performers were taking a no doubt well earned rest, the show still soared - fantastic costumes and props, great music, lashings of humour as per the Disney Movie and the great addition of the song ""He Lives in You"". Overall, a top performance worthy of the standing ovation at the end."	10	5	Worth every dollar	Kangster P
36	July 22, 2015	This was a spectacular play. The cast was outstanding. I didn't see the movie when it came out so I didn't know the story line going into performance. I was almost in tears at certain spots in play, very emotional . I felt very spiritual if that makes any sense	22	5	Best Broadway play ever	mcater904
13	July 22, 2015	I traveled half way round the world to see this show, but it was ruined by selfish people using cell phones. Why on earth don't theater staff control this problem? Where were they? For the second half of the show, there were no staff controlling this problem. Furious. Never again will I visit Broadway.	5	1	Please ban all cell phones!	GerraniumHongKong
5	July 10, 2015	My first ever show and I wasn't disappointed at all. The show is brilliant and a must see for people of all ages. If your looking for a show to see and haven't been before a must watch for any beginner 	13	5	Excellent	Paul D
19	July 12, 2015	The sow was amazing, the costoms were like nothing I've ever seen before, Transported to Africa, this is a must see show	4	5	AMAZING	aubreey
150	July 13, 2015	I had seen the Lion King in Sydney, so I dragged my daughter to see it in New York. She is not a theater person but I thought she would like this as she loved the movie as a child. I did enjoy it but I would have to say the Sydney production was much better. I found the sound alot better in Sydney and the characters voices also seemed to be stronger in the Sydney production. I'm not sure if it was the theater or not as we didnt see any more shows while we were there to compare. The price was about $30 more in New York as well. But over all I still loved it. 	68	4	I love The Lion King	keenastraveller
60	July 14, 2015	We had seen The Lion King about 4 years ago while visiting NYC. But, it was so incredible, we decided to see it again! The show is amazing for all ages!	31	5	Our 2nd Time... Amazing!	DanaHouston
85	July 18, 2015	This Broadway show is a classic that you must see! I highly recommend you sit in aisle seat in the orchestra section for the animal parade- well worth the money. 	42	5	A Classic Must See	Desmond574
41	July 6, 2015	"You don't have to be a professional to appreciate the talent of this cast. From the fabulous vocals to the incredible scenery, this is magic before your eyes. The theatre is large, and there's not a bad seat in the house. You're constantly thinking, ""How did they do that?!"" throughout the musical. A pleasure from start to finish, this is by far one of the most brilliant musicals I have ever seen. Expensive, but worth it, especially if you have children. You will be hard pressed to see anything better in live entertainment."	10	5	A Must See when visiting NYC	Beth C
6	July 6, 2015	This was our first Broadway show and it didn't disappoint. The performers were awesome and the visual effects were great. 	42	4	First Broadway show	Marc P
9	July 7, 2015	If you only have the opertunity to go to one musical, it has to be this one. The greate minds who have designed the costumes cannot be praised enogh. Knowing the film and the music is not nessesary. But if you do and love them, you will not be dissapointed. I have never seen anything this grand.	4	5	Number one	Signe S
180	June 30, 2015	This is a wonderful, beautiful, heartfelt show which is a family favorite. The costumes and decor are strikingly beautiful and effective, and the message of the play is positive. The theater is vast, so if you can afford more expensive seats, get them! This is one great theater spectacle which you won't soon--or ever--forget.	94	5	Not to be missed (especially if you're a kid--even if just at heart)	garyrichmond
47	June 30, 2015	"My wife has been wanting to see this play for years. We just never have seemed to get it together as we live on St. Thomas, USVI and travel plans haven't quite fit..until our last visit. Through the assistance of a good friend, we got seats. OMG, did we ever get seats! 9th row center. The anticipation doesn't prepare you for the opening. I still get chills when I recall the start...no spoiler alert...I won't give away what takes place but suffice it to say, you won't forget it and you will be singing, The Circle of LIfe for days! What an outstanding performance. ""Animals"" like real and the singing and acting of the cast is incredible. My wife LOVED it and, I have to admit, had tears of sorrow and joy throughout. What a night...one we won't forget...especially as we bought a woman's T-shirt and a"	20	5	Better than you can imagine!	Michael w
106	June 30, 2015	This show delivers visually from the very beginning! We were in awe of the detail in the animals, the costumes and the characters themselves. All of the stars delivered amazing vocals in addition to flawless dialogue. Everything in the show was over the top and we loved it! We had a little boy sitting behind us no more than about 5 years old who kept giggling and that just added to our enjoyment. It is truly a family show that keeps children of ALL ages mesmorized!	46	5	Great For All Ages!	Race2Win
323	July 1, 2015	….although our 11 year old granddaughter really enjoyed the show; so did my wife and I and our son and his wife. Glad we went. The show is about – wait…. you have to see it for yourself. But it is very active, colorful, with great music and some comedy. Very entertaining. Some action off-stage which gets you moving in your seat, the performers were very good. You don’t have to be in NYC to see this show as there are touring groups performing around the country and around the world. Please visit, it is worth it.	165	5	Not just for kids…….	raudetra
284	June 24, 2015	The Lion King at The Minskoff on Broadway last weekend was my first-ever Broadway experience and I was very impressed. My wife and I have done theatre in London's West End, so we're not strangers to good theatre. The Lion King is amazing. We went to the matinee with out 13-year old granddaughter and she loved it too.	346	5	Mind-Blowingly Great!	Andrew H
27	June 26, 2015	We took our 14 yr old granddaughter to see Lion King. When booking, we were torn between Wicked and this show. Finally Disney won out and she had a wonderful experience.  Since we had seen the show previously, I knew to get close (bought 4th row) and select an isle seat for Allison. The look on her face was worth our efforts.	11	5	Wonderful production!	Pbuff2
117	June 27, 2015	The Show is Incredible. We loved it so much . It won our hearts with all the beautiful colors and costumes. It just flooded so smoothly from start to finish. We could watch it over and over.	27	5	Simply Spectacular	Nancy G
62	June 28, 2015	Pay the price because this show is incredible! It even gave my partner goosebumps and he doesn't like Disney or any musicals!!	37	5	Absolutely fantastic!	Vicki B
7	June 12, 2015	Where do I start.... This show was just amazing from stat to finish! we had paid almost 200 dollars each for the tickets as we got last minute at hotel concierge but discovered afterwards, we should have just booked them at the theatre, where we would have gotten for less. in saying that, it was worth it and the show that was put on and the staging and costumes were just mind blowing. really really enjoyed it.	5	5	AMAZING!!!	Bernieonabike
12	June 14, 2015	This was our 1st Broadway show. Paid around $150 per ticket. We have seen many Vegas shows and didn't know what to expect from a Broadway show. It was certainly different! We had 4 seats in Orchestra, Row P, right in the middle of the row. Excellent seats! Close enough to see the expressions on their faces. Great singing, acting, comical here and there. There is one complaint in the merchandise that they sell. My teen bought the Hakuna Matada t-shirt for $40 and after I washed it for the 1st time, the stitching around the letterings came undone in the wash so a lot of the letters are about to fall off the front of the shirt and the inside has all tattered off so all the material (sheer material??) stuck to other clothes in the wash . Luckily I still had the receipt and called the phone # on there and spoke with a nice young lady who apologized and said we may have gotten a bad quality shirt and said she would mail us a replacement, due to arrive in about 1 week. I hope the replacement won't have any problems because $40 is pretty costly for a t-shirt.	3	4	Great choice for 1st Broadway show	4KsLuv2Travel
144	June 15, 2015	I has never been to a theatre show before, let alone a Broadway show. I'm glad I chose this show to be my first. I got my ticket from the theatres box office for the same night. Price was USD$157 but the seat I got was forth row from the stage, right in the centre. Great seat, good view. Extremely colourful vibrant and entertaining show. I think what enhanced the experience was that it was Broadway, but still take nothing away from the show as it had everything you could want from a top class production.	120	5	Colourful and vibrant	Dan A
57	June 19, 2015	We bought our tickets in advance for a Saturday evening show. It was great and the costumes are amazing! The music...LOVED it! I have also seen Phantom of the Opera and loved it. My daughters who are 22 loved this production and they said it met all their expectations. There are a couple of seats that have obstructed views so look carefully at the seating map when purchasing tickets. The gifts are overpriced. 	12	4	Broadway with my daughters!	Tracy M
19	June 2, 2015	must do once in a lifetime. Great show. Great costumes. Great performances. Great stage and theater. Very pricey. We sat in the second last row in the orchestra center and the view was undisturbed. Tip for single viewers - try going to the theater just before a show starts - they usually give single seats away for $ 99.	11	5	stimulates all your senses !	Rushdah
49	June 3, 2015	I was intrigued by the clever costumes and sets. The movie took on a new dimension seeing this on stage. I would recommend this to anyone who loves musicals.	20	4	Applause for a great show	cel11
53	June 4, 2015	It was our first show we have ever been too on Broadway. Amazing costumes, acting, effects, music, singing, storyline. Really took me away on a journey and away from normality. 100% recommend for adults and kids. No hesitation in recommending at all	9	5	Amazing	Mark W
24	June 8, 2015	"This once wonderful show is now bedraggled and sad. The cast was weak and seemed to be just going through the motions. Disney is clearly milking every penny from the show and filling seats with families with kids way too young for a Broadway show. The first act was ruined by an obnoxious woman who talked non-stop to her 3 and 5-year old kids. When asked to stop she indignantly said, ""this show is for children!"" They can have it. You couldn't pay me to sit through this again. What a sad way for this show to end up. "	10	1	Don't do it!	hamboss68
46	May 17, 2015	"This was the most amazing show I've ever seen! The talent and production are out of this world! We took my sister-in-law as a graduation gift. She's always been a huge fan of The Lion King. We all loved the show so much that we bought TONS of souvenirs to remember the occasion. You will not be disappointed if you choose to see this show! I would also like to add that the staff here was incredible. My husband came down with a terrible case of food poisoning while we were in New York and couldn't make the show. The box office staff assisted us with selling our ticket to another patron at face value. This assistance was incredibly helpful to me as I didn't want to lose all the money we'd spent on the ticket and I just couldn't imagine trying to ""scalp"" the ticket myself! The employees working the souvenir and concession stands were also very pleasant and helpful. "	7	5	Amazing! 	Jeri Lee H
735	May 21, 2015	Booked well in advance, very popular show to see. I wasn't disappointed even though my seats were up the back you could still see and hear very well and that you were witnessing something special. The cast were enthusiastic in their performance and the scenery was reasonable and it did the job well. Merchandise available for sale though you got a booklet on the cast, etc.	190	4	Well worth it, performances outstanding.	Alice R
36	May 24, 2015	Having not been to many theatre shows, my Partner and I are no experts, but we found this one to be fantastic! We had seats in centre orchestra which I thought gave a brilliant view of the whole show. Aisle seats would give you views of the production when the cast walked past. I was crying one minute in which is not like me! Very good costumes, songs and enthusiastic performers considering they do the performance 8 days a week. Well worth the money and a must when you are staying in New York.	32	5	Superb!	joanne r
23	May 27, 2015	This show is simply amazing. Everything was great, the actors, their voices, the music, everything! We were truly impressed and I can say as one of the best things we did on our trip.	3	5	Simply Amazing	YoliCotto
147	May 10, 2015	When we came in the Theater it looked very small, the seats were small, decoration was not that nice, so we had a bad feeling.... but then.... Then the show starts, the song Circle of Live started and it was great, nice, amazing, excellent and beautiful !! We had very good seats and it was from the start till the end amazing ! You can buy drinks and you can take them in to the theater.	34	5	This is amazing !	Raffie C
128	May 11, 2015	The costumes were great and the music and story telling was excellent. It is a live version of the movie. Very well done. 	36	5	Awesome Costumes	Mark H
186	May 13, 2015	We went to lion king show with my parents in U.S...... The show was super spectacular and well worth the money spent ...live music was awesome and characters dressed up in their costumes ... It was a truly a visual treat to the eyes ...  Even my mom who could not understand full English enjoyed because of the costumes and music :)  I wish to see it again on my trip back this year for sure :) 	56	5	A spectacular show !!! One of a kind :) 	PranaliBmumbai
3	May 14, 2015	The Lion King is a must-see. We went with kids ages 5 and 7 and were all entertained. The music was wonderful and the costumes / scenery was also. The only bummer was the guy who answered his phone 4 times during the show :(	8	5	wonderful show!	853w
17	May 1, 2015	With amazing scenarios and performance, I was amused!! Great actors and singers, as well as the great plot that is Lion King! For me Scar was the best! Amazing performance! Certainly you'll get impressed visually by the contrast of colors, dances and costumes! It might be a little expensive, but totally pay off!	8	5	An incredible experience	Werner M
176	May 3, 2015	Our kindergarten and prekindergarten students attended this outstanding show as part of our studies of Kenya and it was a thrilling experience for all. It is a show you shouldn't miss! The costumes are inspiring and the sets are so artistic. Every performer was outstanding. Our students were mezmorized and so were the adult chaperones. If you can purchase group tickets, the price is reasonable for the quality of this performance. You won't be disappointed!	83	5	School trip A+	prekteacher1214
36	May 7, 2015	My daughter chose and scheduled the Lion King prior to our coming to NYC on a girls' vacation. Another daughter and a granddaughter completed our party of four. The show was beyond amazing! The first act with the many animals and cast on stage was one of the most thrilling things we have ever seen. The whole production with its dancing puppets, music, and costuming was both stunning and memorable. What a wonderful experience!	14	5	Stunning and Memorable!	Carol T
42	May 9, 2015	Open I had lil tear .... was lovely how they tried to draw you in to it. The voices of the stars were fab and I just loved the entire performance. 	7	5	Amazing ....best performance 	heavenholiday
160	April 21, 2015	This was our first Broadway show, however we recently saw KA in Vegas, and I had to stop myself from comparing as they are totally different productions. Got goosebumps when they sang circle of life, but the standout performers were Musafa, old Nula and old Simba. Their voices were amazing! Cast was very energetic. A good performance.	100	4	Great singing by some of the cast	DBH_15
55	April 23, 2015	The show was 2 hours with a 15 min break. It was spectacular!! Worth the money. The way the actors used their body in the animal costumes were amazing. I actually got misty eyed when the show first started. Just moving and beautiful. I love seeing the woman dressed in tradition African dress, just beautiful.	41	5	Must go!	donna m
87	April 26, 2015	It is just different enough from the cartoon to stay interesting. The actors were excellent. We were told that the traveling show that tours the country does not have all the props; so broadway is the way to go. The bad news is the tickets are expensive and are never offered at the tkts discount booth.	58	5	Great show, very cool how the actors turned into animals	GregCCMD
47	April 29, 2015	Being my first trip to NYC I had to experience Broadway. If you manage to book ahead of time you will find good seats for great prices. The show: absolutely memorable. Colors, Characters, Songs, Hakuna mattata..... the whole experience is once in a lifetime so do not miss it. The actors have amazing voices, the costumes and colors are spot on and some of the animals are just outstandingly formed. What's more halfway through the performance you have birds dancing around you in the audience. You'll feel like a child again. Also kudos on the show collecting money to send to the people who need it the most in Africa. Make sure you get yourself a tshirt or a memorabilia !	11	5	Don't miss it !	Salpy D
34	April 8, 2015	Words cannot describe the costumes and staging of this Broadway musical. Music was beautiful as well, but was just mesmerized by the creativity of the production. 	12	5	Amazing staging!	Lisa T
2	April 10, 2015	I grew up on Disney and my friend and I decided to play tourist and come in and see a show and goof around for a day. We both love Disney - so we had been saving up for Lion King. The one downside is the cost - but visually it is amazing! Great acting and singing. The puppets were excellent - I love how they were able to make the performer part of the package. This was a couple of days ago and I'm still blown away. Really worth the money!	2	5	A visual treat!	Marie C
61	April 13, 2015	After 17 years on Broadway, in my opinion, The Lion King is still one of the best shows on Broadway. This was the third time my husband and I had seen it, the second time my 13-year-old son had seen it, and the first time for my 6-year-old daughter. The show is just as amazing the second and third time you see as it is the first. The sets and costumes are absolutely amazing and the cast is top notch. It is currently playing at the Minskoff Theater which is right across the street from the Marriott Marquis where we were staying in the heart of Times Square. For a $350 donation to designated charities, we were given a full backstage tour by the director. The kids loved seeing the costumes and set items up close as well as how they store everything when it's not on stage. I highly recommend the back stage tour! My kids voted going toThe Lion King as the best thing we did in New York City this trip.	49	5	Just can't beat The Lion King!	kroller64
92	April 17, 2015	I still don't know how Disney imagined this show..... It brought tears to my eyes. The music is, of course, amazing, moving, funny, uplifting, etc. Loved it!	57	5	Fantastic!!!	MariaMedranda
42	March 25, 2015	"Tickets to this show were what I gave my fiance for Christmas. She was VERY pleased. The show lived up to the hype and was AMAZING! We got tickets on the front row of the balcony and it was a great choice. During ""Circle of Life"" a performer sang right in front of us. HIGHLY RECOMMEND!"	16	5	Fiance's Christmas Gift - Check!	Mark H
39	March 28, 2015	If you are in NYC and are going to a Broadway show, The Lion King is a must see. We sat on the 4th row from the stage, and it was a little too close because I felt like we were having to look up to see it. I think a couple rows back would have been better.	9	5	Fabulous!	JuejueRN
41	April 1, 2015	OMG this was such a great production. I see why it has remained on Broadway all of these years. The cast were fairly new to Broadway and I couldn't tell. I love that they collected donations at the end of the show to support Africa. 	6	5	LOVE this show!	Sheana H
4	April 6, 2015	Its just so dreamy so beautiful and amazing, I forgot that I was in a theater, I felt like I was taken away to a dream land. You will never regret it at all!	12	5	You have to see it	Mgjab
59	March 17, 2015	I got ticket to this performance as birthday present - it was best present ever! Music is beautiful but costumes are outstanding!	9	5	Fantastic costumes	mamushka s
1	March 18, 2015	show was excellent, the lighting perfect. The costumes beautiful. The  orchestra on key. The closing sales pitch and asking for donations by having  people stand and ask for anything even change a total disappointment. Having  paid $609 for tickets $100 for souvenir and $39 on snacks. I'm sure those  profits could go towards the charity of your choice rather than make me feel  obligated to show that I care by giving more. The way it was handled was not  what I would expect from The Lion King production. I considered the production  a high quality and high class show but unfortunately the whole show was  overshadowed by the request for change or donations. I felt like I was at church  when they bring out the basket for the second offering.	2	3	Disappointed by request for donations after the show	Businesslink22
191	March 20, 2015	Interesting puppetry and sets although quite pricey. Great vocals and costumes as well. Second half was much better than the first.	76	4	Good show	zaz04
74	March 22, 2015	Absolutely loved this show. Very talented actors with amazing voices. I'm so glad I went. I'd suggest getting the better seats as you definitely noticed how far away you were at the back :(	26	5	Amazing show	Sarah R
124	March 4, 2015	My family and I got the opportunity to see Lion King while we were visiting our daughter. for Thanksgiving. It was well worth every penny. I really did not know what to expect although I had a recommendation from our high school Drama teacher who takes kids to NY almost every year. We were captivated to say the least. The costumes, music, acting, set design were wonderful. We had really good seats about half way back close to the aisle. You need to arrive about 30 minutes early. They were kind enough to help me park my electric mobility. The tickets were cheaper to buy at the ticket booth than on line so my daughter purchased them a couple of months ahead of time. We ate at Bubba Shrimps Restaurant afterwards since it stays open late and is close to the theater.	30	5	You Must See Lion King in NY	Melody J
77	March 12, 2015	This is a show that keeps you engrossed from the get go and keeps you glued to the seats till the end. Kids would love this, but alone, as a couple or with parents or friends, this is for for all. Things to watch: + Amazing music captures the moment. + Stage setting is incredible. + Brilliantly choreographed dance sequences. + Funny and immensely enjoyable. It is a bit expensive, but well worth the visit. I've been putting it off for some time and when I finally watched it, I do not have any misgivings. Money well spent.  Whether you are a visitor or a stay here, this should go to the top of your must do list.  Tip: The theatre is not not that big, so the downside for a cheaper seat is not that much. Back centre will do as good plus save you a bit. I was in the Orchestra upfront, but I think even at back seats, this will be worthwhile.	50	5	Must see	Arun Kumar T
84	March 14, 2015	We finally made the splurge for the tickets and we were not disappointed. The singing was beautiful. The stage was bright and costumes were creatively designed. It was interesting to see how they were able to make people look like animals. The theatre was comfortable. I would say more comfortable than most broadway theaters. The seat were soft and a little more leg room. The theatre had organized getting into your seats well. I would recommend this show.  My only complaint is people are able to eat snacks during the show and they sell them in the theatre. However, the woman was eating Pringles when the show restarted and it was distracting. The workers are really on top of cell phone users because its extremely distracting. The women next to me brought hers out almost every ten mins for the first half of the show until I asked her to put it away. I know it is not the theatre/shows fault but it took away from the show.	37	5	Excellant Show	Amber Jean R
14	March 15, 2015	I just want to go back and watch it again because I was thrilled about the costumes and cast.The best part is the people that come see their amazed faces on them.  By the way, I am 8 years old. 	4	5	#amaz 	gilnvic
148	February 18, 2015	The Lion King is the best show I have seen on Broadway and I have seen quite a few. The customers and scenes are amazing. They stayed true to the movie scenes. They got a standing ovation at the end	40	4	Best Broadway Musical worth every penny	Valerie L
5	February 21, 2015	The coordination of movement between character and costume is mind boggling. Wonderful music, stupendous staging, spectacular costuming and a heart warming and wonderful production that should be seen by all.	874	5	Broadway at Its Best	82sandii
16	February 23, 2015	Wonderful musical that the entire family will enjoy. The voices and music were great and it is a classic. Anything Disney does is high caliber.	3	5	Lion King	karma88
9	February 27, 2015	The Lion King is amazing! An unbelievable musical! A def must see musical on Broadway! So glad i saw it!	7	5	The lion king musical	Nicolawilson15
35	July 25, 2015	"This is the best show I have ever seen. The opening song ""Circle of Life"" is simply stunning so be sure to get there on time! It brings so many childhood memories, be prepared for goosebumps and a little bit of tears. After watching it for the first time I'm ready to watch it again!"	21	5	Breathtaking	Jose S
52	July 30, 2015	"Disney continues to deliver on this play. We were back and took our three children. Everyone, parents included were very pleased. The actors all appeared very much ""into"" the performance. The price is steep even for NYC but dig down on this one and make it part of your stay."	44	5	Well worth it	bigappletraveller
27	August 14, 2015	I was not sure if I should spend almost 100$ on a show.. It's really great. You will remember that for a long time. I still remember my feelings from the moment when left this teatre and listened all those tracks on spotify and walking through NYC... :)	6	5	Must see	adamkow
22	August 19, 2015	Love the show. Amazing. Better than I imagined. I recommend booking a seat on the floor to get the full experience of the show. I've also seen this in the UK and the UK one is boring compared to this one. 	27	5	Brilliant 	Becky K
